לָלֶכֶת	הֵם יַחֲזִיקוּ יָדַיִם חָזָק בִּזְמַן שֶׁהֵם הוֹלְכִים לְאֹרֶךְ הַחוֹף בַּשְּׁקִיעָה.	הֵם יַחֲזִיקוּ יָדַיִם חָזָק בִּזְמַן שֶׁהֵם הוֹלְכִים לְאֹרֶךְ הַחוֹף בַּשְּׁקִיעָה.	They will hold hands tightly as they walk along the beach at sunset.
לָלֶכֶת	עַכְשָׁו אַתֶּם הוֹלְכִים בְּאוֹתָהּ הַדֶּרֶךְ בָּהּ הָלְכוּ אׇמָּנִים קְדוּמִים אֵלֶּה.	עַכְשָׁו אַתֶּם הוֹלְכִים בְּאוֹתָהּ הַדֶּרֶךְ בָּהּ הָלְכוּ אׇמָּנִים קְדוּמִים אֵלֶּה.	You now walk the same path as these early artists.
לָלֶכֶת	הַנַּעֲלַיִם שֶׁלֹּא מַתְאִימוֹת הֵיטֵב יִשַׂחֲקוּ אֶת הָעֲקֵבִים שֶׁלְּךָ אִם תֵּלֵךְ רָחוֹק מִדַּי.	הַנַּעֲלַיִם שֶׁלֹּא מַתְאִימוֹת הֵיטֵב יִשַׂחֲקוּ אֶת הָעֲקֵבִים שֶׁלְּךָ אִם תֵּלֵךְ רָחוֹק מִדַּי.	The poorly fitted shoes will gall your heels if you walk too far.
לָלֶכֶת	אַף אֶחָד לֹא יָכוֹל לִרְאוֹת אוֹתְךָ אֶלָּא אִם תֵּלֵךְ יָשָׁר אֲלֵיהֶם.	אַף אֶחָד לֹא יָכוֹל לִרְאוֹת אוֹתְךָ אֶלָּא אִם תֵּלֵךְ יָשָׁר אֲלֵיהֶם.	No one can see you unless you walk right on top of them.
לָלֶכֶת	הָרוּחַ תְּפָרֵט אֶת הַשֵּׂעָר שֶׁלְּךָ אִם תֵּלֵךְ בַּחוּץ בְּלִי כּוֹבַע.	הָרוּחַ תְּפָרֵט אֶת הַשֵּׂעָר שֶׁלְּךָ אִם תֵּלֵךְ בַּחוּץ בְּלִי כּוֹבַע.	The wind will dishevel your hair if you walk outside without a hat.
לָלֶכֶת	אֶל תֵּלֵךְ עַל הָרִצְפָּה הַנְּקִיָּה שֶׁלִּי בַּמַּגָּפַיִם הַמְּלֻכְלָכִים שֶׁלְּךָ.	אֶל תֵּלֵךְ עַל הָרִצְפָּה הַנְּקִיָּה שֶׁלִּי בַּמַּגָּפַיִם הַמְּלֻכְלָכִים שֶׁלְּךָ.	Don't walk on my clean floor with your mucky boots.
לָלֶכֶת	פָּשׁוּט תֵּלֵךְ שְׁלוֹשָׁה מֶטְרִים כְּדֵי שֶׁאֶרְאֶה אֶת הַטֶּכְנִיקָה שֶׁלְּךָ.	פָּשׁוּט תֵּלֵךְ שְׁלוֹשָׁה מֶטְרִים כְּדֵי שֶׁאֶרְאֶה אֶת הַטֶּכְנִיקָה שֶׁלְּךָ.	Just walk ten feet so I can see your technique.
לָלֶכֶת	הַבֹּץ יִדָּבֵק לַנַּעֲלַיִם שֶׁלְּךָ אִם תֵּלֵךְ בַּחוּץ אַחֲרֵי הַגֶּשֶׁם.	הַבֹּץ יִדָּבֵק לַנַּעֲלַיִם שֶׁלְּךָ אִם תֵּלֵךְ בַּחוּץ אַחֲרֵי הַגֶּשֶׁם.	The mud will adhere to your shoes if you walk outside after the rain.
לָלֶכֶת	אֲנִי זוֹכֵר אֶת הָרֶגַע שֶׁבּוֹ קִבַּלְתִּי אֶת הָעֻבְדָּה שֶׁלֹּא אֵלֵךְ שׁוּב	אֲנִי זוֹכֵר אֶת הָרֶגַע שֶׁבּוֹ קִבַּלְתִּי אֶת הָעֻבְדָּה שֶׁלֹּא אֵלֵךְ שׁוּב	I remember the moment I accepted I'd never walk again.
לָלֶכֶת	אֲנִי זוֹכֶרֶת אֶת הָרֶגַע שֶׁבּוֹ קִבַּלְתִּי אֶת עַצְמִי לֹא אֵלֵךְ עוֹד לְעוֹלָם.	אֲנִי זוֹכֶרֶת אֶת הָרֶגַע שֶׁבּוֹ קִבַּלְתִּי אֶת עַצְמִי לֹא אֵלֵךְ עוֹד לְעוֹלָם.	I remember the moment I accepted I'd never walk again.
לָלֶכֶת	אוֹ שֶׁיֵּשׁ לִי פְּצִיעָה רְצִינִית בַּעַמּוּד הַשִּׁדְרָה וְאוּלַי לְעוֹלָם לֹא אֵלֵךְ שׁוּב.	אוֹ שֶׁיֵּשׁ לִי פְּצִיעָה רְצִינִית בַּעַמּוּד הַשִּׁדְרָה וְאוּלַי לְעוֹלָם לֹא אֵלֵךְ שׁוּב.	Or I have a significant spinal injury and may never walk again.
לָלֶכֶת	אַתָּה יָכוֹל לְהַתְחִיל בְּכֵן אוֹ שֶׁאֲנִי אֵלֵךְ לְנֶצַחַ.	אַתָּה יָכוֹל לְהַתְחִיל בְּכֵן אוֹ שֶׁאֲנִי אֵלֵךְ לְנֶצַחַ.	You can start by saying yes or I walk for good.
לָלֶכֶת	הַמְּנַתֵּחַ אָמַר שֶׁאַחְלִים מַהֵר יוֹתֵר אִם אֵלֵךְ.	הַמְּנַתֵּחַ אָמַר שֶׁאַחְלִים מַהֵר יוֹתֵר אִם אֵלֵךְ.	The surgeon said I'd heal faster if I walk.
לָלֶכֶת	אֲנִי חוֹשֵׁב שֶׁאֲנִי פָּשׁוּט אֵלֵךְ קְצָת יוֹתֵר.	אֲנִי חוֹשֵׁב שֶׁאֲנִי פָּשׁוּט אֵלֵךְ קְצָת יוֹתֵר.	I think I'll just walk a little bit more.
לָלֶכֶת	בּוֹא נֵלֵךְ קְצָת יוֹתֵר מַהֵר כְּדֵי שֶׁלֹּא נְפַסְפֵס אֶת הָאוֹטוֹבּוּס.	בּוֹא נֵלֵךְ קְצָת יוֹתֵר מַהֵר כְּדֵי שֶׁלֹּא נְפַסְפֵס אֶת הָאוֹטוֹבּוּס.	Let's walk a little bit faster so we don't miss the bus.
לָלֶכֶת	בּוֹאוּ נִקְבַּע לְהִפָּגֵשׁ בַּכְּנִיסָה לַפַּארְק וְאָז נֵלֵךְ יַחַד לָאֵרוּעַ.	בּוֹאוּ נִקְבַּע לְהִפָּגֵשׁ בַּכְּנִיסָה לַפַּארְק וְאָז נֵלֵךְ יַחַד לָאֵרוּעַ.	Let's meet by the park entrance and then walk to the event together.
לָלֶכֶת	אָנוּ נֵלֵךְ עַל פְּנֵי הָאֲדָמָה הַזּוֹ בְּחֵן וּבְכָבוֹד.	אָנוּ נֵלֵךְ עַל פְּנֵי הָאֲדָמָה הַזּוֹ בְּחֵן וּבְכָבוֹד.	We shall walk upon this earth with grace and respect.
לָלֶכֶת	לָכֵן כֻּלָּנוּ פָּשׁוּט נֵלֵךְ בְּרָכוֹת וּנְקַוֶּה לַטוֹב.	לָכֵן כֻּלָּנוּ פָּשׁוּט נֵלֵךְ בְּרָכוֹת וּנְקַוֶּה לַטוֹב.	So we'll all just walk softly and hope for the best.
לָלֶכֶת	הוּא יַעֲקֹב אַחֲרֵי הַשְּׁבִיל אִם נֵלֵךְ בְּשֶׁקֶט לְאֹרֶךְ הַנָּהָר.	הוּא יַעֲקֹב אַחֲרֵי הַשְּׁבִיל אִם נֵלֵךְ בְּשֶׁקֶט לְאֹרֶךְ הַנָּהָר.	He'll pick up a trail if we walk quietly along the riverbank.
לָלֶכֶת	נֵלֵךְ לִתְחוּם הַתַּחֲרוּת אַחֲרֵי שֶׁאַתָּה מְשַׁחְרֵר אֶת הַדְּבָרִים שֶׁלְּךָ.	נֵלֵךְ לִתְחוּם הַתַּחֲרוּת אַחֲרֵי שֶׁאַתָּה מְשַׁחְרֵר אֶת הַדְּבָרִים שֶׁלְּךָ.	We'll walk to the competition grounds after you drop off your things.
לָלֶכֶת	לֵךְ בִּזְהִירוּת עַל פְּנֵי הָרַמְפָּה כְּדֵי לְהַגִּיעַ לַמֵּזַח בְּבִטְחָה.	לֵךְ בִּזְהִירוּת עַל פְּנֵי הָרַמְפָּה כְּדֵי לְהַגִּיעַ לַמֵּזַח בְּבִטְחָה.	Carefully walk across the gangplank to reach the dock safely.
לָלֶכֶת	פָּשׁוּט לֵךָ לָשֵׁם בָּזֶה הָרֶגַע וְהִתְנַצֵּל בִּפְנֵי מְנַהֵל הַקּוֹלְנוֹעַ.	פָּשׁוּט לֵךָ לָשֵׁם בָּזֶה הָרֶגַע וְהִתְנַצֵּל בִּפְנֵי מְנַהֵל הַקּוֹלְנוֹעַ.	Just walk over there right now and apologize to the theater manager.
לָלֶכֶת	מֵאֵיפֹה אַתָּה צַצְתָּ תָּמִיד לְךָ בְּשֶׁקֶט וְהִתְנַצֵּל לִפְנֵי מוֹלֵקוּלוֹת הָאֲוִיר עַל שֶׁהִפְרַעְתָּ לָהֶם.	מֵאֵיפֹה אַתָּה צַצְתָּ תָּמִיד לְךָ בְּשֶׁקֶט וְהִתְנַצֵּל לִפְנֵי מוֹלֵקוּלוֹת הָאֲוִיר עַל שֶׁהִפְרַעְתָּ לָהֶם.	One should always walk softly and apologize to the air molecules as you disturb them.
לָלֶכֶת	פָּשׁוּט לֵךָ יָשָׁר אֶל שְׁבִיל הַחֲנָיָה.	פָּשׁוּט לֵךָ יָשָׁר אֶל שְׁבִיל הַחֲנָיָה.	Just walk straight up to the driveway.
לָלֶכֶת	תַּגִּיד לִי שֶׁמֵּעוֹלָם לֹא נִבְדַּקְתָּ לְפָנַי וַאֲנִי אֶתֵּן לְךָ לָלֶכֶת.	תַּגִּיד לִי שֶׁמֵּעוֹלָם לֹא נִבְדַּקְתָּ לְפָנַי וַאֲנִי אֶתֵּן לְךָ לָלֶכֶת.	Tell me you never took a test before and you walk.
לָלֶכֶת	אֲנִי חוֹשֵׁב שֶׁכְּדַאי לְךָ לָלֶכֶת לְבָחוּץ וּלְהִכָּנֵס אֶל הַמְּכוֹנִית שֶׁלִּי.	אֲנִי חוֹשֵׁב שֶׁכְּדַאי לְךָ לָלֶכֶת לְבָחוּץ וּלְהִכָּנֵס אֶל הַמְּכוֹנִית שֶׁלִּי.	I think you should just walk outside and get in my car.
לָלֶכֶת	פָּשׁוּט תֵּלְכִי דֶּרֶךְ הַדֶּלֶת הַזּוֹ וּלְעוֹלָם לֹא תִּהְיִי שׁוּב לְבַד.	פָּשׁוּט תֵּלְכִי דֶּרֶךְ הַדֶּלֶת הַזּוֹ וּלְעוֹלָם לֹא תִּהְיִי שׁוּב לְבַד.	Just walk through that door, and you'll never be alone again.
לָלֶכֶת	בֶּאֱמֶת רָצוּי שֶׁלֹּא תֵּלְכִי הַבַּיְתָה עַל זֶה.	בֶּאֱמֶת רָצוּי שֶׁלֹּא תֵּלְכִי הַבַּיְתָה עַל זֶה.	You really shouldn't walk home on this.
לָלֶכֶת	פָּשׁוּט תֵּלְכִי אָחוֹרָה לְאַט לְעֵבֶר קְצֵה הַקִּיר.	פָּשׁוּט תֵּלְכִי אָחוֹרָה לְאַט לְעֵבֶר קְצֵה הַקִּיר.	Slowly walk backwards towards the edge of the wall.
לָלֶכֶת	אֲנַחְנוּ מְדַבְּרִים עַל זֶה שֶׁאוּלַי לֹא תֵּלְכִי יוֹתֵר.	אֲנַחְנוּ מְדַבְּרִים עַל זֶה שֶׁאוּלַי לֹא תֵּלְכִי יוֹתֵר.	Anna, we're talking about your ability to ever walk again.
לָלֶכֶת	אֲנִי מַבְטִיחַ לְךְ שֶׁמָּחָר אַתְּ לֹא תֵּלְכִי יָשָׁר וְנוֹרְמָאלִי.	אֲנִי מַבְטִיחַ לְךְ שֶׁמָּחָר אַתְּ לֹא תֵּלְכִי יָשָׁר וְנוֹרְמָאלִי.	I guarantee you you will not walk right tomorrow.
לָלֶכֶת	אֶל תֵּלְכִי לְבַד; אוּלַי הֵם יְנַסּוּ לִשְׁדֹּד אוֹתְךְ וּלְהוֹצִיא אֶת	אֶל תֵּלְכִי לְבַד; אוּלַי הֵם יְנַסּוּ לִשְׁדֹּד אוֹתְךְ וּלְהוֹצִיא אֶת	Don't walk alone; they might stick you up for your wallet.
לָלֶכֶת	אָז לְכוּ עַל גֶּשֶׁר שׁוּב וָשׁוּב עַד שֶׁהַפַּחַד יִשְׁכֵּךְ.	אָז לְכוּ עַל גֶּשֶׁר שׁוּב וָשׁוּב עַד שֶׁהַפַּחַד יִשְׁכֵּךְ.	Then walk over that bridge repeatedly until the terror subsides.
לָלֶכֶת	בְּסוֹפֵי שָׁבוּעַ, לְכוּ אֶל הַמַּאֲפִיָּה הַמְּקוֹמִית כְּדֵי לְהַשִּׂיג לֶחֶם טָרִי.	בְּסוֹפֵי שָׁבוּעַ, לְכוּ אֶל הַמַּאֲפִיָּה הַמְּקוֹמִית כְּדֵי לְהַשִּׂיג לֶחֶם טָרִי.	On the weekend, walk to the local bakery for fresh bread.
לָלֶכֶת	אִם אַתָּה לֹא רוֹצֶה אֶת הַתִּינוֹק שֶׁלְּךָ יִפָּגַע, פָּשׁוּט לְכוּ.	אִם אַתָּה לֹא רוֹצֶה אֶת הַתִּינוֹק שֶׁלְּךָ יִפָּגַע, פָּשׁוּט לְכוּ.	If you don't want your baby to get hurt, just walk.
לָלֶכֶת	כְּשֶׁתּוּכְלוּ לַעֲשׂוֹת אֶת זֶה, לְכוּ עַל הַקָּצֶה.	כְּשֶׁתּוּכְלוּ לַעֲשׂוֹת אֶת זֶה, לְכוּ עַל הַקָּצֶה.	Now when you can do that, walk right around the edge.
לָלֶכֶת	אִם אַתֶּם רְעֵבִים לְכוּ עַל הַמִּסְעָדָה לְרַגְלֵי הָאֲגַם.	אִם אַתֶּם רְעֵבִים לְכוּ עַל הַמִּסְעָדָה לְרַגְלֵי הָאֲגַם.	And if you are hungry, you can walk to the restaurant on the beach.
לָלֶכֶת	לְכוּ בְּמוֹרַד הָרְחוֹב וְאַחֲרֵי 500 מֶטְרִים תַּגִּיעוּ אֶל הַמּוּזֵאוֹן.	לְכוּ בְּמוֹרַד הָרְחוֹב וְאַחֲרֵי 500 מֶטְרִים תַּגִּיעוּ אֶל הַמּוּזֵאוֹן.	Then walk down the street about 500 meters to the museum.
לָלֶכֶת	לְכִי לְשֵׁם כְּאִלּוּ זֶה הַיּוֹם הַמְּיֻחָד שֶׁלְּךָ.	לְכִי לְשֵׁם כְּאִלּוּ זֶה הַיּוֹם הַמְּיֻחָד שֶׁלְּךָ.	Now, walk down the aisle like it's your special day.
לָלֶכֶת	לְכִי אִתִּי וַאֲנִי אֶדְאַג לְךְ בַּדֶּרֶךְ הַחוּצָה.	לְכִי אִתִּי וַאֲנִי אֶדְאַג לְךְ בַּדֶּרֶךְ הַחוּצָה.	Just walk with me, and I'll bother you all the way out.
לָלֶכֶת	כָּעֵת, תִּבְחֲרִי כִּוּוּן, לְכִי עֲשָׂרָה צְעָדִים וְנַסִּי שׁוּב.	כָּעֵת, תִּבְחֲרִי כִּוּוּן, לְכִי עֲשָׂרָה צְעָדִים וְנַסִּי שׁוּב.	Now, pick a direction, walk ten paces and try again.
לָלֶכֶת	אַתְּ נֶחֱשֶׁבֶת כִּמְשַׁתֶּפֶת פְּעֻלָּה תַּעַמְדִי, לְכִי אָחוֹרָה עִם הַיָּדַיִם בָּאֲוִיר.	אַתְּ נֶחֱשֶׁבֶת כִּמְשַׁתֶּפֶת פְּעֻלָּה תַּעַמְדִי, לְכִי אָחוֹרָה עִם הַיָּדַיִם בָּאֲוִיר.	Stand up, walk backwards with your hands in the air.
לָלֶכֶת	כִּנְסִי פְּנִימָה, לְכִי לַמִּשְׁטָח הַמֻּגְבָּה, פְּנֵי יָמִינָה בַּתַּצְפִּית.	כִּנְסִי פְּנִימָה, לְכִי לַמִּשְׁטָח הַמֻּגְבָּה, פְּנֵי יָמִינָה בַּתַּצְפִּית.	Go inside, walk to the platform, turn right at the overlook.
לָלֶכֶת	לְכִי לְשָׁם, עַד הַצַּד הַיְּמָנִי שֶׁל הַשַּׁעַר.	לְכִי לְשָׁם, עַד הַצַּד הַיְּמָנִי שֶׁל הַשַּׁעַר.	Take that walk over there, just to the right side of the gate.
לָלֶכֶת	שְׁמוֹנִים וְתֵשַׁע מִתּוֹכָם יֵלְכוּ עַל הַגּוּפָה שֶׁלִּי עֲבוּר מַסְטִיק חִנָּם.	שְׁמוֹנִים וְתֵשַׁע מִתּוֹכָם יֵלְכוּ עַל הַגּוּפָה שֶׁלִּי עֲבוּר מַסְטִיק חִנָּם.	Ninety-eight of them would walk over my corpse for free gum.
לָלֶכֶת	אוֹ שֶׁיֵּשׁ לִי פְּגִיעָה מַשְׁמָעוּתִית בַּעַמּוּד הַשִּׁדְרָה וְאוּלַי אַף פַּעַם לֹא יֵלְכוּ שׁוּב.	אוֹ שֶׁיֵּשׁ לִי פְּגִיעָה מַשְׁמָעוּתִית בַּעַמּוּד הַשִּׁדְרָה וְאוּלַי אַף פַּעַם לֹא יֵלְכוּ שׁוּב.	Or I have a significant spinal injury and may never walk again.
לָלֶכֶת	הַשַּׂחְקָנִים שֶׁלָּנוּ יֵלְכוּ לְפָנָיו וְיַגִּידוּ אֶת הַשּׁוּרוֹת שֶׁלָּהֶם.	הַשַּׂחְקָנִים שֶׁלָּנוּ יֵלְכוּ לְפָנָיו וְיַגִּידוּ אֶת הַשּׁוּרוֹת שֶׁלָּהֶם.	Our actors walk up to him and say their lines.
לָלֶכֶת	הַקֶּרַח עַל הָאֲגַם עָלוּל לְהִסָּדֵק אִם יוֹתֵר מִדַּי אֲנָשִׁים יֵלְכוּ עָלָיו.	הַקֶּרַח עַל הָאֲגַם עָלוּל לְהִסָּדֵק אִם יוֹתֵר מִדַּי אֲנָשִׁים יֵלְכוּ עָלָיו.	The ice on the pond will shake if too many people walk on it.
לָלֶכֶת	לִשְׂמֹחַ כְּמוֹ שְׁנֵיכֶם יֵלְכוּ לִפְנַי בַּדֶּרֶךְ לְכׇל חַיִּים שֶׁנִּמְשָׁכִים.	לִשְׂמֹחַ כְּמוֹ שְׁנֵיכֶם יֵלְכוּ לִפְנַי בַּדֶּרֶךְ לְכׇל חַיִּים שֶׁנִּמְשָׁכִים.	Rejoice as both of you will walk before me the on road to every lasting life.
לָלֶכֶת	לְכוּ מִכָּאן הֵן יֵלְכוּ בְּאוֹתָהּ קַלּוּת, אִם רַק תּוֹבִיל אוֹתָן.	לְכוּ מִכָּאן הֵן יֵלְכוּ בְּאוֹתָהּ קַלּוּת, אִם רַק תּוֹבִיל אוֹתָן.	You know, they walk just as easy if you lead them.
לָלֶכֶת	לָעִזִּים יֵשׁ שְׁנֵי עֲטִינִים בּוֹלְטִים שֶׁנִּתָּן לִרְאוֹת בְּקַלּוּת כְּשֶׁהֵן הוֹלְכוֹת.	לָעִזִּים יֵשׁ שְׁנֵי עֲטִינִים בּוֹלְטִים שֶׁנִּתָּן לִרְאוֹת בְּקַלּוּת כְּשֶׁהֵן הוֹלְכוֹת.	Goats have two prominent dugs that can be easily seen when they walk.
לָלֶכֶת	זֶה נָאִיבִי לְהַאֲמִין שֶׁנָּשִׁים טוֹבוֹת הוֹלְכוֹת מַהֵר.	זֶה נָאִיבִי לְהַאֲמִין שֶׁנָּשִׁים טוֹבוֹת הוֹלְכוֹת מַהֵר.	It would be too naive to believe that virtuous women walk fast.
לָלֶכֶת	אֲנִי הוֹלֶכֶת לְהַרְאוֹת לָכֵן כֵּיצַד אָנוּ הוֹלְכוֹת.	אֲנִי הוֹלֶכֶת לְהַרְאוֹת לָכֵן כֵּיצַד אָנוּ הוֹלְכוֹת.	I'm going to show you how we walk.
לָלֶכֶת	בִּגְלַל זֶה כׇּל הַנָּשִׁים נוֹצְצוֹת כְּשֶׁהֵן הוֹלְכוֹת.	בִּגְלַל זֶה כׇּל הַנָּשִׁים נוֹצְצוֹת כְּשֶׁהֵן הוֹלְכוֹת.	That's why all women spark when they walk.
לָלֶכֶת	פָּשׁוּט תּוֹצִיאִי אֶת זֶה בִּזְמַן שֶׁאֲנַחְנוּ הוֹלְכוֹת.	פָּשׁוּט תּוֹצִיאִי אֶת זֶה בִּזְמַן שֶׁאֲנַחְנוּ הוֹלְכוֹת.	Just get it out as we walk.
לָלֶכֶת	הָיִיתָ בִּנְּשָׁפִים וְרָאִיתָ אֶת הַבָּנוֹת הוֹלְכוֹת עַל מַסְלוּל כְּכַלוֹת.	הָיִיתָ בִּנְּשָׁפִים וְרָאִיתָ אֶת הַבָּנוֹת הוֹלְכוֹת עַל מַסְלוּל כְּכַלוֹת.	You've been to the balls and seen the girls walk bridal runway.
יָכוֹל	שֹׁחַד קָטָן יָכוֹל לְעִתִּים קְרוֹבוֹת לְשַׁמֵּן אֶת הַגַּלְגַּלִּים בְּתַהֲלִיכִים בִּירוֹקְרָטִיִּים.	שֹׁחַד קָטָן יָכוֹל לְעִתִּים קְרוֹבוֹת לְשַׁמֵּן אֶת הַגַּלְגַּלִּים בְּתַהֲלִיכִים בִּירוֹקְרָטִיִּים.	A small bribe can often grease the wheels in bureaucratic processes.
יָכוֹל	אִמּוּן לְחִזּוּק שְׁרִירֵי הַצַּוָּאר יָכוֹל לַעֲזֹר לְמִתְאַגְרְפִים בַּעֲלֵי סֶנְטֶר שֶׁל זְכוּכִית.	אִמּוּן לְחִזּוּק שְׁרִירֵי הַצַּוָּאר יָכוֹל לַעֲזֹר לְמִתְאַגְרְפִים בַּעֲלֵי סֶנְטֶר שֶׁל זְכוּכִית.	Training to strengthen neck muscles can help fighters who have a glass jaw.
יָכוֹל	אֲנִי יָכוֹל לְהִשָּׁאֵר מְאֻחָר וְלַעֲזֹר לְךָ לְסַיֵּם אֶת הַדּוּחַ בְּמִדַּת הַצֹּרֶךְ.	אֲנִי יָכוֹל לְהִשָּׁאֵר מְאֻחָר וְלַעֲזֹר לְךָ לְסַיֵּם אֶת הַדּוּחַ בְּמִדַּת הַצֹּרֶךְ.	I can stay late and help you finish the report if needs be.
יָכוֹל	מֵעֵבֶר לְבֵית סֵפֶר חָדָשׁ בַּשָּׁנָה הָאַחֲרוֹנָה יָכוֹל לְהַרְגִּישׁ כְּמוֹ מָוֶת חֶבְרָתִי.	מֵעֵבֶר לְבֵית סֵפֶר חָדָשׁ בַּשָּׁנָה הָאַחֲרוֹנָה יָכוֹל לְהַרְגִּישׁ כְּמוֹ מָוֶת חֶבְרָתִי.	Moving to a new school in senior year can feel like social death.
יָכוֹל	חוֹב אָבוּד יָכוֹל לְהַשְׁפִּיעַ מַשְׁמָעוּתִית עַל תַּזְרִים הַמְּזֻמָּנִים שֶׁל חֶבְרָה.	חוֹב אָבוּד יָכוֹל לְהַשְׁפִּיעַ מַשְׁמָעוּתִית עַל תַּזְרִים הַמְּזֻמָּנִים שֶׁל חֶבְרָה.	Bad debt can have a significant impact on a company's cash flow.
